Time (s),Acceleration (m/s^2),Velocity (m/s),Altitude (m)
82.5,0.0007441,-3.93176,100.928
82.6,0.000744065,-3.93168,100.535
82.7,0.00074403,-3.93161,100.141
82.8,0.000743995,-3.93153,99.7483
82.9,0.00074396,-3.93146,99.3552
83,0.000743926,-3.93138,98.962
83.1,0.000743891,-3.93131,98.5689
83.2,0.000743856,-3.93124,98.1758
83.3,0.000743821,-3.93116,97.7827
83.4,0.000743787,-3.93109,97.3895
83.5,0.000743752,-3.93101,96.9964
83.6,0.000743717,-3.93094,96.6033
83.7,0.000743682,-3.93086,96.2103
83.8,0.000743648,-3.93079,95.8172
83.9,0.000743613,-3.93072,95.4241
84,0.000743578,-3.93064,95.031
84.1,0.000743543,-3.93057,94.638
84.2,0.000743509,-3.93049,94.2449
84.3,0.000743474,-3.93042,93.8519
84.4,0.000743439,-3.93034,93.4588
84.5,0.000743404,-3.93027,93.0658
84.6,0.00074337,-3.93019,92.6728
84.7,0.000743335,-3.93012,92.2798
84.8,0.0007433,-3.93005,91.8868
84.9,0.000743266,-3.92997,91.4938
85,0.000743231,-3.9299,91.1008
85.1,0.000743196,-3.92982,90.7078
85.2,0.000743161,-3.92975,90.3148
85.3,0.000743127,-3.92967,89.9218
85.4,0.000743092,-3.9296,89.5289
85.5,0.000743057,-3.92953,89.1359
85.6,0.000743023,-3.92945,88.743
85.7,0.000742988,-3.92938,88.35
85.8,0.000742953,-3.9293,87.9571
85.9,0.000742918,-3.92923,87.5642
86,0.000742884,-3.92915,87.1712
86.1,0.000742849,-3.92908,86.7783
86.2,0.000742814,-3.92901,86.3854
86.3,0.00074278,-3.92893,85.9925
86.4,0.000742745,-3.92886,85.5996
86.5,0.00074271,-3.92878,85.2067
86.6,0.000742676,-3.92871,84.8139
86.7,0.000742641,-3.92863,84.421
86.8,0.000742606,-3.92856,84.0281
86.9,0.000742572,-3.92849,83.6353
87,0.000742537,-3.92841,83.2424
87.1,0.000742502,-3.92834,82.8496
87.2,0.000742468,-3.92826,82.4568
87.3,0.000742433,-3.92819,82.064
87.4,0.000742398,-3.92811,81.6711
87.5,0.000742364,-3.92804,81.2783
87.6,0.000742329,-3.92797,80.8855
87.7,0.000742294,-3.92789,80.4927
87.8,0.00074226,-3.92782,80.1
87.9,0.000742225,-3.92774,79.7072
88,0.00074219,-3.92767,79.3144
88.1,0.000742156,-3.9276,78.9216
88.2,0.000742121,-3.92752,78.5289
88.3,0.000742087,-3.92745,78.1361
88.4,0.000742052,-3.92737,77.7434
88.5,0.000742017,-3.9273,77.3507
88.6,0.000741983,-3.92722,76.9579
88.7,0.000741948,-3.92715,76.5652
88.8,0.000741913,-3.92708,76.1725
88.9,0.000741879,-3.927,75.7798
89,0.000741844,-3.92693,75.3871
89.1,0.00074181,-3.92685,74.9944
89.2,0.000741775,-3.92678,74.6017
89.3,0.00074174,-3.9267,74.2091
89.4,0.000741706,-3.92663,73.8164
89.5,0.000741671,-3.92656,73.4237
89.6,0.000741637,-3.92648,73.0311
89.7,0.000741602,-3.92641,72.6384
89.8,0.000741567,-3.92633,72.2458
89.9,0.000741533,-3.92626,71.8532
90,0.000741498,-3.92619,71.4606
90.1,0.000741464,-3.92611,71.0679
90.2,0.000741429,-3.92604,70.6753
90.3,0.000741394,-3.92596,70.2827
90.4,0.00074136,-3.92589,69.8901
90.5,0.000741325,-3.92581,69.4976
90.6,0.000741291,-3.92574,69.105
90.7,0.000741256,-3.92567,68.7124
90.8,0.000741222,-3.92559,68.3198
90.9,0.000741187,-3.92552,67.9273
91,0.000741152,-3.92544,67.5347
91.1,0.000741118,-3.92537,67.1422
91.2,0.000741083,-3.9253,66.7497
91.3,0.000741049,-3.92522,66.3571
91.4,0.000741014,-3.92515,65.9646
91.5,0.00074098,-3.92507,65.5721
91.6,0.000740945,-3.925,65.1796
91.7,0.00074091,-3.92493,64.7871
91.8,0.000740876,-3.92485,64.3946
91.9,0.000740841,-3.92478,64.0021
92,0.000740807,-3.9247,63.6097
92.1,0.000740772,-3.92463,63.2172
92.2,0.000740738,-3.92456,62.8247
92.3,0.000740703,-3.92448,62.4323
92.4,0.000740669,-3.92441,62.0398
92.5,0.000740634,-3.92433,61.6474
92.6,0.0007406,-3.92426,61.255
92.7,0.000740565,-3.92418,60.8626
92.8,0.000740531,-3.92411,60.4701
92.9,0.000740496,-3.92404,60.0777
93,0.000740462,-3.92396,59.6853
93.1,0.000740427,-3.92389,59.2929
93.2,0.000740393,-3.92381,58.9006
93.3,0.000740358,-3.92374,58.5082
93.4,0.000740324,-3.92367,58.1158
93.5,0.000740289,-3.92359,57.7234
93.6,0.000740255,-3.92352,57.3311
93.7,0.00074022,-3.92344,56.9387
93.8,0.000740186,-3.92337,56.5464
93.9,0.000740151,-3.9233,56.1541
94,0.000740117,-3.92322,55.7617
94.1,0.000740082,-3.92315,55.3694
94.2,0.000740048,-3.92307,54.9771
94.3,0.000740013,-3.923,54.5848
94.4,0.000739979,-3.92293,54.1925
94.5,0.000739944,-3.92285,53.8002
94.6,0.00073991,-3.92278,53.4079
94.7,0.000739875,-3.9227,53.0157
94.8,0.000739841,-3.92263,52.6234
94.9,0.000739806,-3.92256,52.2311
95,0.000739772,-3.92248,51.8389
95.1,0.000739737,-3.92241,51.4466
95.2,0.000739703,-3.92233,51.0544
95.3,0.000739669,-3.92226,50.6622
95.4,0.000739634,-3.92219,50.27
95.5,0.0007396,-3.92211,49.8777
95.6,0.000739565,-3.92204,49.4855
95.7,0.000739531,-3.92196,49.0933
95.8,0.000739496,-3.92189,48.7011
95.9,0.000739462,-3.92182,48.309
96,0.000739427,-3.92174,47.9168
96.1,0.000739393,-3.92167,47.5246
96.2,0.000739359,-3.92159,47.1324
96.3,0.000739324,-3.92152,46.7403
96.4,0.00073929,-3.92145,46.3481
96.5,0.000739255,-3.92137,45.956
96.6,0.000739221,-3.9213,45.5639
96.7,0.000739186,-3.92123,45.1717
96.8,0.000739152,-3.92115,44.7796
96.9,0.000739118,-3.92108,44.3875
97,0.000739083,-3.921,43.9954
97.1,0.000739049,-3.92093,43.6033
97.2,0.000739014,-3.92086,43.2112
97.3,0.00073898,-3.92078,42.8191
97.4,0.000738946,-3.92071,42.4271
97.5,0.000738911,-3.92063,42.035
97.6,0.000738877,-3.92056,41.6429
97.7,0.000738842,-3.92049,41.2509
97.8,0.000738808,-3.92041,40.8588
97.9,0.000738774,-3.92034,40.4668
98,0.000738739,-3.92026,40.0748
98.1,0.000738705,-3.92019,39.6827
98.2,0.00073867,-3.92012,39.2907
98.3,0.000738636,-3.92004,38.8987
98.4,0.000738602,-3.91997,38.5067
98.5,0.000738567,-3.9199,38.1147
98.6,0.000738533,-3.91982,37.7227
98.7,0.000738499,-3.91975,37.3308
98.8,0.000738464,-3.91967,36.9388
98.9,0.00073843,-3.9196,36.5468
99,0.000738396,-3.91953,36.1549
99.1,0.000738361,-3.91945,35.7629
99.2,0.000738327,-3.91938,35.371
99.3,0.000738292,-3.9193,34.979
99.4,0.000738258,-3.91923,34.5871
99.5,0.000738224,-3.91916,34.1952
99.6,0.000738189,-3.91908,33.8033
99.7,0.000738155,-3.91901,33.4114
99.8,0.000738121,-3.91894,33.0195
99.9,0.000738086,-3.91886,32.6276
100,0.000738052,-3.91879,32.2357
100.1,0.000738018,-3.91871,31.8438
100.2,0.000737983,-3.91864,31.452
100.3,0.000737949,-3.91857,31.0601
100.4,0.000737915,-3.91849,30.6683
100.5,0.00073788,-3.91842,30.2764
100.6,0.000737846,-3.91835,29.8846
100.7,0.000737812,-3.91827,29.4927
100.8,0.000737777,-3.9182,29.1009
100.9,0.000737743,-3.91812,28.7091
101,0.000737709,-3.91805,28.3173
101.1,0.000737675,-3.91798,27.9255
101.2,0.00073764,-3.9179,27.5337
101.3,0.000737606,-3.91783,27.1419
101.4,0.000737572,-3.91775,26.7501
101.5,0.000737537,-3.91768,26.3584
101.6,0.000737503,-3.91761,25.9666
101.7,0.000737469,-3.91753,25.5748
101.8,0.000737435,-3.91746,25.1831
101.9,0.0007374,-3.91739,24.7913
102,0.000737366,-3.91731,24.3996
102.1,0.000737332,-3.91724,24.0079
102.2,0.000737297,-3.91717,23.6162
102.3,0.000737263,-3.91709,23.2245
102.4,0.000737229,-3.91702,22.8327
102.5,0.000737195,-3.91694,22.441
102.6,0.00073716,-3.91687,22.0494
102.7,0.000737126,-3.9168,21.6577
102.8,0.000737092,-3.91672,21.266
102.9,0.000737057,-3.91665,20.8743
103,0.000737023,-3.91658,20.4827
103.1,0.000736989,-3.9165,20.091
103.2,0.000736955,-3.91643,19.6994
103.3,0.00073692,-3.91635,19.3077
103.4,0.000736886,-3.91628,18.9161
103.5,0.000736852,-3.91621,18.5245
103.6,0.000736818,-3.91613,18.1329
103.7,0.000736784,-3.91606,17.7412
103.8,0.000736749,-3.91599,17.3496
103.9,0.000736715,-3.91591,16.9581
104,0.000736681,-3.91584,16.5665
104.1,0.000736647,-3.91576,16.1749
104.2,0.000736612,-3.91569,15.7833
104.3,0.000736578,-3.91562,15.3917
104.4,0.000736544,-3.91554,15.0002
104.5,0.00073651,-3.91547,14.6086
104.6,0.000736475,-3.9154,14.2171
104.7,0.000736441,-3.91532,13.8256
104.8,0.000736407,-3.91525,13.434
104.9,0.000736373,-3.91518,13.0425
105,0.000736339,-3.9151,12.651
105.1,0.000736304,-3.91503,12.2595
105.2,0.00073627,-3.91495,11.868
105.3,0.000736236,-3.91488,11.4765
105.4,0.000736202,-3.91481,11.085
105.5,0.000736168,-3.91473,10.6935
105.6,0.000736133,-3.91466,10.3021
105.7,0.000736099,-3.91459,9.9106
105.8,0.000736065,-3.91451,9.51915
105.9,0.000736031,-3.91444,9.1277
106,0.000735997,-3.91437,8.73626
106.1,0.000735963,-3.91429,8.34483
106.2,0.000735928,-3.91422,7.9534
106.3,0.000735894,-3.91414,7.56198
106.4,0.00073586,-3.91407,7.17057
106.5,0.000735826,-3.914,6.77917
106.6,0.000735792,-3.91392,6.38777
106.7,0.000735757,-3.91385,5.99638
106.8,0.000735723,-3.91378,5.605
106.9,0.000735689,-3.9137,5.21363
107,0.000735655,-3.91363,4.82226
107.1,0.000735621,-3.91356,4.4309
107.2,0.000735587,-3.91348,4.03955
107.3,0.000735553,-3.91341,3.6482
107.4,0.000735518,-3.91334,3.25687
107.5,0.000735484,-3.91326,2.86554
107.6,0.00073545,-3.91319,2.47422
107.7,0.000735416,-3.91312,2.0829
107.8,0.000735382,-3.91304,1.69159
107.9,0.000735348,-3.91297,1.30029
108,0.000735314,-3.91289,0.908999
108.1,0.000735279,-3.91282,0.517713
108.2,0.000735245,-3.91275,0.126434
