Time (s),Acceleration (m/s^2),Velocity (m/s),Altitude (m)
122,0.00140635,-5.40152,158.584
122.1,0.00140626,-5.40138,158.044
122.2,0.00140617,-5.40124,157.504
122.3,0.00140608,-5.4011,156.964
122.4,0.00140598,-5.40096,156.424
122.5,0.00140589,-5.40082,155.884
122.6,0.0014058,-5.40068,155.343
122.7,0.00140571,-5.40054,154.803
122.8,0.00140562,-5.40039,154.263
122.9,0.00140553,-5.40025,153.723
123,0.00140544,-5.40011,153.183
123.1,0.00140535,-5.39997,152.643
123.2,0.00140526,-5.39983,152.103
123.3,0.00140517,-5.39969,151.563
123.4,0.00140508,-5.39955,151.023
123.5,0.00140499,-5.39941,150.483
123.6,0.0014049,-5.39927,149.943
123.7,0.00140481,-5.39913,149.404
123.8,0.00140472,-5.39899,148.864
123.9,0.00140463,-5.39885,148.324
124,0.00140454,-5.39871,147.784
124.1,0.00140445,-5.39857,147.244
124.2,0.00140436,-5.39843,146.704
124.3,0.00140427,-5.39829,146.164
124.4,0.00140418,-5.39815,145.625
124.5,0.00140409,-5.39801,145.085
124.6,0.001404,-5.39787,144.545
124.7,0.00140391,-5.39773,144.005
124.8,0.00140382,-5.39759,143.465
124.9,0.00140373,-5.39744,142.926
125,0.00140364,-5.3973,142.386
125.1,0.00140355,-5.39716,141.846
125.2,0.00140346,-5.39702,141.306
125.3,0.00140337,-5.39688,140.767
125.4,0.00140328,-5.39674,140.227
125.5,0.00140319,-5.3966,139.687
125.6,0.0014031,-5.39646,139.148
125.7,0.00140301,-5.39632,138.608
125.8,0.00140292,-5.39618,138.068
125.9,0.00140283,-5.39604,137.529
126,0.00140274,-5.3959,136.989
126.1,0.00140265,-5.39576,136.45
126.2,0.00140256,-5.39562,135.91
126.3,0.00140247,-5.39548,135.371
126.4,0.00140238,-5.39534,134.831
126.5,0.00140229,-5.3952,134.291
126.6,0.0014022,-5.39506,133.752
126.7,0.00140211,-5.39492,133.212
126.8,0.00140202,-5.39478,132.673
126.9,0.00140193,-5.39464,132.134
127,0.00140184,-5.3945,131.594
127.1,0.00140175,-5.39436,131.055
127.2,0.00140166,-5.39422,130.515
127.3,0.00140157,-5.39408,129.976
127.4,0.00140148,-5.39394,129.436
127.5,0.00140139,-5.3938,128.897
127.6,0.0014013,-5.39366,128.358
127.7,0.00140121,-5.39352,127.818
127.8,0.00140112,-5.39338,127.279
127.9,0.00140103,-5.39324,126.74
128,0.00140094,-5.3931,126.2
128.1,0.00140085,-5.39296,125.661
128.2,0.00140076,-5.39282,125.122
128.3,0.00140067,-5.39268,124.582
128.4,0.00140058,-5.39254,124.043
128.5,0.00140049,-5.3924,123.504
128.6,0.0014004,-5.39226,122.965
128.7,0.00140031,-5.39212,122.425
128.8,0.00140022,-5.39198,121.886
128.9,0.00140013,-5.39184,121.347
129,0.00140004,-5.3917,120.808
129.1,0.00139995,-5.39156,120.269
129.2,0.00139986,-5.39142,119.73
129.3,0.00139977,-5.39128,119.19
129.4,0.00139968,-5.39114,118.651
129.5,0.00139959,-5.391,118.112
129.6,0.0013995,-5.39086,117.573
129.7,0.00139941,-5.39072,117.034
129.8,0.00139932,-5.39058,116.495
129.9,0.00139923,-5.39044,115.956
130,0.00139914,-5.3903,115.417
130.1,0.00139905,-5.39016,114.878
130.2,0.00139896,-5.39002,114.339
130.3,0.00139887,-5.38988,113.8
130.4,0.00139878,-5.38974,113.261
130.5,0.00139869,-5.3896,112.722
130.6,0.0013986,-5.38946,112.183
130.7,0.00139851,-5.38932,111.644
130.8,0.00139842,-5.38918,111.105
130.9,0.00139833,-5.38904,110.566
131,0.00139824,-5.3889,110.027
131.1,0.00139815,-5.38876,109.488
131.2,0.00139806,-5.38862,108.95
131.3,0.00139798,-5.38848,108.411
131.4,0.00139789,-5.38834,107.872
131.5,0.0013978,-5.3882,107.333
131.6,0.00139771,-5.38806,106.794
131.7,0.00139762,-5.38792,106.255
131.8,0.00139753,-5.38778,105.717
131.9,0.00139744,-5.38764,105.178
132,0.00139735,-5.3875,104.639
132.1,0.00139726,-5.38736,104.1
132.2,0.00139717,-5.38722,103.562
132.3,0.00139708,-5.38708,103.023
132.4,0.00139699,-5.38694,102.484
132.5,0.0013969,-5.3868,101.946
132.6,0.00139681,-5.38666,101.407
132.7,0.00139672,-5.38652,100.868
132.8,0.00139663,-5.38638,100.33
132.9,0.00139654,-5.38624,99.7909
133,0.00139645,-5.3861,99.2523
133.1,0.00139636,-5.38596,98.7137
133.2,0.00139627,-5.38582,98.1751
133.3,0.00139619,-5.38569,97.6365
133.4,0.0013961,-5.38555,97.0979
133.5,0.00139601,-5.38541,96.5594
133.6,0.00139592,-5.38527,96.0209
133.7,0.00139583,-5.38513,95.4823
133.8,0.00139574,-5.38499,94.9438
133.9,0.00139565,-5.38485,94.4053
134,0.00139556,-5.38471,93.8669
134.1,0.00139547,-5.38457,93.3284
134.2,0.00139538,-5.38443,92.79
134.3,0.00139529,-5.38429,92.2515
134.4,0.0013952,-5.38415,91.7131
134.5,0.00139511,-5.38401,91.1747
134.6,0.00139502,-5.38387,90.6363
134.7,0.00139493,-5.38373,90.0979
134.8,0.00139485,-5.38359,89.5595
134.9,0.00139476,-5.38345,89.0212
135,0.00139467,-5.38331,88.4829
135.1,0.00139458,-5.38317,87.9445
135.2,0.00139449,-5.38303,87.4062
135.3,0.0013944,-5.38289,86.8679
135.4,0.00139431,-5.38276,86.3296
135.5,0.00139422,-5.38262,85.7914
135.6,0.00139413,-5.38248,85.2531
135.7,0.00139404,-5.38234,84.7149
135.8,0.00139395,-5.3822,84.1767
135.9,0.00139386,-5.38206,83.6384
136,0.00139377,-5.38192,83.1002
136.1,0.00139369,-5.38178,82.5621
136.2,0.0013936,-5.38164,82.0239
136.3,0.00139351,-5.3815,81.4857
136.4,0.00139342,-5.38136,80.9476
136.5,0.00139333,-5.38122,80.4095
136.6,0.00139324,-5.38108,79.8713
136.7,0.00139315,-5.38094,79.3332
136.8,0.00139306,-5.3808,78.7952
136.9,0.00139297,-5.38066,78.2571
137,0.00139288,-5.38053,77.719
137.1,0.00139279,-5.38039,77.181
137.2,0.00139271,-5.38025,76.6429
137.3,0.00139262,-5.38011,76.1049
137.4,0.00139253,-5.37997,75.5669
137.5,0.00139244,-5.37983,75.0289
137.6,0.00139235,-5.37969,74.491
137.7,0.00139226,-5.37955,73.953
137.8,0.00139217,-5.37941,73.415
137.9,0.00139208,-5.37927,72.8771
138,0.00139199,-5.37913,72.3392
138.1,0.0013919,-5.37899,71.8013
138.2,0.00139182,-5.37885,71.2634
138.3,0.00139173,-5.37872,70.7255
138.4,0.00139164,-5.37858,70.1876
138.5,0.00139155,-5.37844,69.6498
138.6,0.00139146,-5.3783,69.112
138.7,0.00139137,-5.37816,68.5741
138.8,0.00139128,-5.37802,68.0363
138.9,0.00139119,-5.37788,67.4985
139,0.0013911,-5.37774,66.9608
139.1,0.00139102,-5.3776,66.423
139.2,0.00139093,-5.37746,65.8852
139.3,0.00139084,-5.37732,65.3475
139.4,0.00139075,-5.37718,64.8098
139.5,0.00139066,-5.37705,64.2721
139.6,0.00139057,-5.37691,63.7344
139.7,0.00139048,-5.37677,63.1967
139.8,0.00139039,-5.37663,62.659
139.9,0.0013903,-5.37649,62.1214
140,0.00139022,-5.37635,61.5837
140.1,0.00139013,-5.37621,61.0461
140.2,0.00139004,-5.37607,60.5085
140.3,0.00138995,-5.37593,59.9709
140.4,0.00138986,-5.37579,59.4333
140.5,0.00138977,-5.37566,58.8957
140.6,0.00138968,-5.37552,58.3581
140.7,0.00138959,-5.37538,57.8206
140.8,0.00138951,-5.37524,57.2831
140.9,0.00138942,-5.3751,56.7456
141,0.00138933,-5.37496,56.2081
141.1,0.00138924,-5.37482,55.6706
141.2,0.00138915,-5.37468,55.1331
141.3,0.00138906,-5.37454,54.5956
141.4,0.00138897,-5.37441,54.0582
141.5,0.00138888,-5.37427,53.5207
141.6,0.0013888,-5.37413,52.9833
141.7,0.00138871,-5.37399,52.4459
141.8,0.00138862,-5.37385,51.9085
141.9,0.00138853,-5.37371,51.3712
142,0.00138844,-5.37357,50.8338
142.1,0.00138835,-5.37343,50.2964
142.2,0.00138826,-5.37329,49.7591
142.3,0.00138818,-5.37316,49.2218
142.4,0.00138809,-5.37302,48.6845
142.5,0.001388,-5.37288,48.1472
142.6,0.00138791,-5.37274,47.6099
142.7,0.00138782,-5.3726,47.0726
142.8,0.00138773,-5.37246,46.5354
142.9,0.00138764,-5.37232,45.9981
143,0.00138756,-5.37218,45.4609
143.1,0.00138747,-5.37205,44.9237
143.2,0.00138738,-5.37191,44.3865
143.3,0.00138729,-5.37177,43.8493
143.4,0.0013872,-5.37163,43.3121
143.5,0.00138711,-5.37149,42.775
143.6,0.00138702,-5.37135,42.2378
143.7,0.00138694,-5.37121,41.7007
143.8,0.00138685,-5.37107,41.1636
143.9,0.00138676,-5.37094,40.6265
144,0.00138667,-5.3708,40.0894
144.1,0.00138658,-5.37066,39.5523
144.2,0.00138649,-5.37052,39.0153
144.3,0.00138641,-5.37038,38.4782
144.4,0.00138632,-5.37024,37.9412
144.5,0.00138623,-5.3701,37.4042
144.6,0.00138614,-5.36997,36.8672
144.7,0.00138605,-5.36983,36.3302
144.8,0.00138596,-5.36969,35.7932
144.9,0.00138588,-5.36955,35.2563
145,0.00138579,-5.36941,34.7193
145.1,0.0013857,-5.36927,34.1824
145.2,0.00138561,-5.36913,33.6455
145.3,0.00138552,-5.36899,33.1086
145.4,0.00138543,-5.36886,32.5717
145.5,0.00138535,-5.36872,32.0348
145.6,0.00138526,-5.36858,31.4979
145.7,0.00138517,-5.36844,30.9611
145.8,0.00138508,-5.3683,30.4242
145.9,0.00138499,-5.36816,29.8874
146,0.0013849,-5.36803,29.3506
146.1,0.00138482,-5.36789,28.8138
146.2,0.00138473,-5.36775,28.277
146.3,0.00138464,-5.36761,27.7403
146.4,0.00138455,-5.36747,27.2035
146.5,0.00138446,-5.36733,26.6668
146.6,0.00138437,-5.36719,26.13
146.7,0.00138429,-5.36706,25.5933
146.8,0.0013842,-5.36692,25.0566
146.9,0.00138411,-5.36678,24.5199
147,0.00138402,-5.36664,23.9833
147.1,0.00138393,-5.3665,23.4466
147.2,0.00138385,-5.36636,22.91
147.3,0.00138376,-5.36623,22.3733
147.4,0.00138367,-5.36609,21.8367
147.5,0.00138358,-5.36595,21.3001
147.6,0.00138349,-5.36581,20.7635
147.7,0.00138341,-5.36567,20.227
147.8,0.00138332,-5.36553,19.6904
147.9,0.00138323,-5.3654,19.1538
148,0.00138314,-5.36526,18.6173
148.1,0.00138305,-5.36512,18.0808
148.2,0.00138296,-5.36498,17.5443
148.3,0.00138288,-5.36484,17.0078
148.4,0.00138279,-5.3647,16.4713
148.5,0.0013827,-5.36457,15.9349
148.6,0.00138261,-5.36443,15.3984
148.7,0.00138252,-5.36429,14.862
148.8,0.00138244,-5.36415,14.3256
148.9,0.00138235,-5.36401,13.7891
149,0.00138226,-5.36387,13.2527
149.1,0.00138217,-5.36374,12.7164
149.2,0.00138208,-5.3636,12.18
149.3,0.001382,-5.36346,11.6436
149.4,0.00138191,-5.36332,11.1073
149.5,0.00138182,-5.36318,10.571
149.6,0.00138173,-5.36305,10.0347
149.7,0.00138164,-5.36291,9.49838
149.8,0.00138156,-5.36277,8.96209
149.9,0.00138147,-5.36263,8.42582
150,0.00138138,-5.36249,7.88957
150.1,0.00138129,-5.36235,7.35332
150.2,0.00138121,-5.36222,6.81709
150.3,0.00138112,-5.36208,6.28088
150.4,0.00138103,-5.36194,5.74468
150.5,0.00138094,-5.3618,5.20849
150.6,0.00138085,-5.36166,4.67232
150.7,0.00138077,-5.36153,4.13616
150.8,0.00138068,-5.36139,3.60001
150.9,0.00138059,-5.36125,3.06388
151,0.0013805,-5.36111,2.52776
151.1,0.00138041,-5.36097,1.99166
151.2,0.00138033,-5.36084,1.45557
151.3,0.00138024,-5.3607,0.919491
151.4,0.00138015,-5.36056,0.383429
