Time (s),Acceleration (m/s^2),Velocity (m/s),Altitude (m)
0,0,0,0
0.1,56.6371,2.33564,0.0614279
0.2,124.444,11.3731,0.690373
0.3,115.03,23.3537,2.43456
0.4,104.851,34.3536,5.32841
0.5,105.15,44.8563,9.28865
0.6,105.127,55.3728,14.3001
0.7,104.778,65.8708,20.3626
0.8,104.106,76.3177,27.4726
0.9,97.5048,86.4014,35.614
1,90.5626,95.8073,44.7302
1.1,83.3535,104.505,54.7519
1.2,75.9503,112.472,65.6069
1.3,68.4232,119.691,77.2213
1.4,60.8381,126.154,89.5198
1.5,53.2557,131.859,102.427
1.6,45.7301,136.807,115.866
1.7,38.3086,141.008,129.763
1.8,31.0309,144.474,144.044
1.9,23.9301,147.22,158.634
2,17.0317,149.267,173.464
2.1,10.3549,150.634,188.465
2.2,3.91281,151.345,203.569
2.3,-2.2871,151.425,218.713
2.4,-8.24214,150.896,233.834
2.5,-13.9538,149.784,248.873
2.6,-19.4272,148.113,263.772
2.7,-24.6704,145.907,278.477
2.8,-29.6938,143.187,292.936
2.9,-34.5099,139.975,307.098
3,-39.1325,136.291,320.915
3.1,-37.472,132.462,334.352
3.2,-35.9278,128.793,347.413
3.3,-34.4893,125.273,360.115
3.4,-33.1472,121.892,372.472
3.5,-31.8931,118.64,384.498
3.6,-30.7195,115.51,396.204
3.7,-29.6198,112.494,407.604
3.8,-28.588,109.584,418.707
3.9,-27.6187,106.774,429.524
4,-26.707,104.058,440.065
4.1,-25.8485,101.431,450.339
4.2,-25.0393,98.8871,460.354
4.3,-24.2757,96.4218,470.119
4.4,-23.5544,94.0306,479.641
4.5,-22.8724,91.7096,488.927
4.6,-22.2271,89.4549,497.985
4.7,-21.6159,87.263,506.82
4.8,-21.0366,85.1306,515.439
4.9,-20.487,83.0547,523.848
5,-19.9653,81.0323,532.052
5.1,-19.4696,79.0608,540.056
5.2,-18.9984,77.1376,547.866
5.3,-18.5501,75.2603,555.485
5.4,-18.1235,73.4268,562.919
5.5,-17.7171,71.635,570.172
5.6,-17.3298,69.8828,577.248
5.7,-16.9606,68.1684,584.15
5.8,-16.6084,66.4901,590.883
5.9,-16.2722,64.8462,597.449
6,-15.9513,63.2351,603.853
6.1,-15.6447,61.6555,610.097
6.2,-15.3518,60.1057,616.185
6.3,-15.0718,58.5847,622.119
6.4,-14.8041,57.091,627.903
6.5,-14.5481,55.6235,633.538
6.6,-14.3031,54.181,639.028
6.7,-14.0687,52.7625,644.375
6.8,-13.8444,51.3669,649.582
6.9,-13.6296,49.9933,654.649
7,-13.424,48.6407,659.581
7.1,-13.2271,47.3082,664.378
7.2,-13.0385,45.995,669.043
7.3,-12.858,44.7002,673.578
7.4,-12.6851,43.4231,677.984
7.5,-12.5195,42.163,682.263
7.6,-12.3609,40.919,686.417
7.7,-12.2091,39.6906,690.447
7.8,-12.0638,38.477,694.356
7.9,-11.9247,37.2776,698.143
8,-11.7916,36.0918,701.812
8.1,-11.6643,34.9191,705.362
8.2,-11.5425,33.7588,708.796
8.3,-11.4261,32.6104,712.114
8.4,-11.3149,31.4734,715.318
8.5,-11.2087,30.3473,718.409
8.6,-11.1074,29.2315,721.388
8.7,-11.0107,28.1256,724.256
8.8,-10.9186,27.0292,727.014
8.9,-10.831,25.9418,729.662
9,-10.7476,24.8629,732.202
9.1,-10.6684,23.7921,734.635
9.2,-10.5932,22.7291,736.961
9.3,-10.522,21.6733,739.181
9.4,-10.4546,20.6245,741.296
9.5,-10.391,19.5823,743.306
9.6,-10.331,18.5462,745.212
9.7,-10.2747,17.516,747.016
9.8,-10.2218,16.4912,748.716
9.9,-10.1724,15.4715,750.314
10,-10.1264,14.4566,751.81
10.1,-10.0837,13.4461,753.205
10.2,-10.0442,12.4397,754.5
10.3,-10.0079,11.4372,755.693
10.4,-9.97485,10.438,756.787
10.5,-9.94488,9.44208,757.781
10.6,-9.91799,8.44896,758.676
10.7,-9.89415,7.45838,759.471
10.8,-9.87332,6.47003,760.167
10.9,-9.85548,5.48361,760.765
11,-9.84061,4.49883,761.264
11.1,-9.82869,3.51539,761.665
11.2,-9.8197,2.533,761.967
11.3,-9.81364,1.55135,762.172
11.4,-9.81049,0.570172,762.278
11.5,-9.75667,-0.410092,762.286
11.6,-9.2204,-1.36349,762.197
11.7,-8.22062,-2.23863,762.016
11.8,-6.95778,-2.99885,761.753
11.9,-5.63475,-3.62824,761.42
12,-4.40274,-4.12891,761.031
12.1,-3.3449,-4.51466,760.598
12.2,-2.48747,-4.80461,760.132
12.3,-1.82054,-5.01852,759.64
12.4,-1.31686,-5.17416,759.13
12.5,-0.944406,-5.28626,758.606
12.6,-0.67307,-5.36641,758.074
12.7,-0.477489,-5.4234,757.534
12.8,-0.337567,-5.46376,756.989
12.9,-0.237996,-5.49225,756.442
13,-0.167403,-5.51232,755.891
13.1,-0.117487,-5.52642,755.339
13.2,-0.0822567,-5.5363,754.786
13.3,-0.0574247,-5.54321,754.232
13.4,-0.0399379,-5.54803,753.678
13.5,-0.0276317,-5.55137,753.123
13.6,-0.0189753,-5.55368,752.567
13.7,-0.0128882,-5.55525,752.012
13.8,-0.00860892,-5.55632,751.456
13.9,-0.005601,-5.55702,750.901
14,-0.00348699,-5.55747,750.345
14.1,-0.00200138,-5.55774,749.789
14.2,-0.000957451,-5.55788,749.233
14.3,-0.000223929,-5.55794,748.678
14.4,0.000291456,-5.55793,748.122
14.5,0.000653553,-5.55788,747.566
14.6,0.000907941,-5.55781,747.01
14.7,0.00108664,-5.55771,746.454
14.8,0.00121217,-5.55759,745.899
14.9,0.00130033,-5.55746,745.343
15,0.00136225,-5.55733,744.787
15.1,0.00140571,-5.55719,744.231
15.2,0.00143622,-5.55705,743.676
15.3,0.00145762,-5.55691,743.12
15.4,0.00147263,-5.55676,742.564
15.5,0.00148314,-5.55661,742.009
15.6,0.0014905,-5.55646,741.453
15.7,0.00149564,-5.55631,740.897
15.8,0.00149922,-5.55616,740.342
15.9,0.0015017,-5.55601,739.786
16,0.00150342,-5.55586,739.231
16.1,0.00150459,-5.55571,738.675
16.2,0.00150539,-5.55556,738.119
16.3,0.00150591,-5.55541,737.564
16.4,0.00150626,-5.55526,737.008
16.5,0.00150647,-5.55511,736.453
16.6,0.00150658,-5.55496,735.897
16.7,0.00150663,-5.55481,735.342
16.8,0.00150664,-5.55466,734.786
16.9,0.00150662,-5.55451,734.231
17,0.00150657,-5.55436,733.675
17.1,0.0015065,-5.55421,733.12
17.2,0.00150643,-5.55406,732.565
17.3,0.00150635,-5.55391,732.009
17.4,0.00150626,-5.55375,731.454
17.5,0.00150617,-5.5536,730.898
17.6,0.00150607,-5.55345,730.343
17.7,0.00150598,-5.5533,729.788
17.8,0.00150588,-5.55315,729.232
17.9,0.00150578,-5.553,728.677
18,0.00150568,-5.55285,728.122
18.1,0.00150558,-5.5527,727.567
18.2,0.00150548,-5.55255,727.011
18.3,0.00150538,-5.5524,726.456
18.4,0.00150528,-5.55225,725.901
18.5,0.00150518,-5.5521,725.346
18.6,0.00150508,-5.55195,724.79
18.7,0.00150498,-5.5518,724.235
18.8,0.00150488,-5.55165,723.68
18.9,0.00150478,-5.5515,723.125
19,0.00150468,-5.55135,722.57
19.1,0.00150458,-5.5512,722.015
19.2,0.00150448,-5.55105,721.46
19.3,0.00150437,-5.55089,720.904
19.4,0.00150427,-5.55074,720.349
19.5,0.00150417,-5.55059,719.794
19.6,0.00150407,-5.55044,719.239
19.7,0.00150397,-5.55029,718.684
19.8,0.00150387,-5.55014,718.129
19.9,0.00150377,-5.54999,717.574
20,0.00150367,-5.54984,717.019
20.1,0.00150357,-5.54969,716.464
20.2,0.00150347,-5.54954,715.909
20.3,0.00150337,-5.54939,715.354
20.4,0.00150327,-5.54924,714.799
20.5,0.00150317,-5.54909,714.244
20.6,0.00150307,-5.54894,713.69
20.7,0.00150297,-5.54879,713.135
20.8,0.00150287,-5.54864,712.58
20.9,0.00150276,-5.54849,712.025
21,0.00150266,-5.54834,711.47
21.1,0.00150256,-5.54819,710.915
21.2,0.00150246,-5.54804,710.36
21.3,0.00150236,-5.54789,709.806
21.4,0.00150226,-5.54774,709.251
21.5,0.00150216,-5.54759,708.696
21.6,0.00150206,-5.54744,708.141
21.7,0.00150196,-5.54729,707.587
21.8,0.00150186,-5.54714,707.032
21.9,0.00150176,-5.54699,706.477
22,0.00150166,-5.54684,705.922
22.1,0.00150156,-5.54669,705.368
22.2,0.00150146,-5.54654,704.813
22.3,0.00150136,-5.54639,704.259
22.4,0.00150126,-5.54624,703.704
22.5,0.00150116,-5.54609,703.149
22.6,0.00150106,-5.54594,702.595
22.7,0.00150096,-5.54579,702.04
22.8,0.00150086,-5.54564,701.485
22.9,0.00150076,-5.54549,700.931
23,0.00150066,-5.54534,700.376
23.1,0.00150056,-5.54519,699.822
23.2,0.00150046,-5.54504,699.267
23.3,0.00150035,-5.54489,698.713
23.4,0.00150025,-5.54474,698.158
23.5,0.00150015,-5.54459,697.604
23.6,0.00150005,-5.54444,697.049
23.7,0.00149995,-5.54429,696.495
23.8,0.00149985,-5.54414,695.941
23.9,0.00149975,-5.54399,695.386
24,0.00149965,-5.54384,694.832
24.1,0.00149955,-5.54369,694.277
24.2,0.00149945,-5.54354,693.723
24.3,0.00149935,-5.54339,693.169
24.4,0.00149925,-5.54324,692.614
24.5,0.00149915,-5.54309,692.06
24.6,0.00149905,-5.54294,691.506
24.7,0.00149895,-5.54279,690.951
24.8,0.00149885,-5.54264,690.397
24.9,0.00149875,-5.54249,689.843
25,0.00149865,-5.54234,689.289
25.1,0.00149855,-5.54219,688.735
25.2,0.00149845,-5.54204,688.18
25.3,0.00149835,-5.54189,687.626
25.4,0.00149825,-5.54174,687.072
25.5,0.00149815,-5.54159,686.518
25.6,0.00149805,-5.54144,685.964
25.7,0.00149795,-5.54129,685.409
25.8,0.00149785,-5.54114,684.855
25.9,0.00149775,-5.54099,684.301
26,0.00149765,-5.54084,683.747
26.1,0.00149755,-5.54069,683.193
26.2,0.00149745,-5.54054,682.639
26.3,0.00149735,-5.54039,682.085
26.4,0.00149725,-5.54024,681.531
26.5,0.00149715,-5.54009,680.977
26.6,0.00149705,-5.53994,680.423
26.7,0.00149695,-5.53979,679.869
26.8,0.00149685,-5.53964,679.315
26.9,0.00149675,-5.53949,678.761
27,0.00149665,-5.53934,678.207
27.1,0.00149655,-5.53919,677.653
27.2,0.00149645,-5.53904,677.099
27.3,0.00149635,-5.53889,676.545
27.4,0.00149625,-5.53874,675.991
27.5,0.00149615,-5.53859,675.438
27.6,0.00149605,-5.53844,674.884
27.7,0.00149595,-5.53829,674.33
27.8,0.00149585,-5.53814,673.776
27.9,0.00149575,-5.53799,673.222
28,0.00149565,-5.53784,672.668
28.1,0.00149555,-5.5377,672.115
28.2,0.00149545,-5.53755,671.561
28.3,0.00149535,-5.5374,671.007
28.4,0.00149525,-5.53725,670.453
28.5,0.00149515,-5.5371,669.9
28.6,0.00149505,-5.53695,669.346
28.7,0.00149496,-5.5368,668.792
28.8,0.00149486,-5.53665,668.239
28.9,0.00149476,-5.5365,667.685
29,0.00149466,-5.53635,667.131
29.1,0.00149456,-5.5362,666.578
29.2,0.00149446,-5.53605,666.024
29.3,0.00149436,-5.5359,665.471
29.4,0.00149426,-5.53575,664.917
29.5,0.00149416,-5.5356,664.363
29.6,0.00149406,-5.53545,663.81
29.7,0.00149396,-5.5353,663.256
29.8,0.00149386,-5.53515,662.703
29.9,0.00149376,-5.535,662.149
30,0.00149366,-5.53486,661.596
30.1,0.00149356,-5.53471,661.042
30.2,0.00149346,-5.53456,660.489
30.3,0.00149336,-5.53441,659.935
30.4,0.00149326,-5.53426,659.382
30.5,0.00149316,-5.53411,658.829
30.6,0.00149306,-5.53396,658.275
30.7,0.00149296,-5.53381,657.722
30.8,0.00149286,-5.53366,657.168
30.9,0.00149276,-5.53351,656.615
31,0.00149266,-5.53336,656.062
31.1,0.00149257,-5.53321,655.508
31.2,0.00149247,-5.53306,654.955
31.3,0.00149237,-5.53291,654.402
31.4,0.00149227,-5.53277,653.848
31.5,0.00149217,-5.53262,653.295
31.6,0.00149207,-5.53247,652.742
31.7,0.00149197,-5.53232,652.189
31.8,0.00149187,-5.53217,651.635
31.9,0.00149177,-5.53202,651.082
32,0.00149167,-5.53187,650.529
32.1,0.00149157,-5.53172,649.976
32.2,0.00149147,-5.53157,649.423
32.3,0.00149137,-5.53142,648.87
32.4,0.00149127,-5.53127,648.316
32.5,0.00149117,-5.53112,647.763
32.6,0.00149107,-5.53098,647.21
32.7,0.00149098,-5.53083,646.657
32.8,0.00149088,-5.53068,646.104
32.9,0.00149078,-5.53053,645.551
33,0.00149068,-5.53038,644.998
33.1,0.00149058,-5.53023,644.445
33.2,0.00149048,-5.53008,643.892
33.3,0.00149038,-5.52993,643.339
33.4,0.00149028,-5.52978,642.786
33.5,0.00149018,-5.52963,642.233
33.6,0.00149008,-5.52948,641.68
33.7,0.00148998,-5.52934,641.127
33.8,0.00148988,-5.52919,640.574
33.9,0.00148978,-5.52904,640.021
34,0.00148969,-5.52889,639.468
34.1,0.00148959,-5.52874,638.915
34.2,0.00148949,-5.52859,638.363
34.3,0.00148939,-5.52844,637.81
34.4,0.00148929,-5.52829,637.257
34.5,0.00148919,-5.52814,636.704
34.6,0.00148909,-5.52799,636.151
34.7,0.00148899,-5.52785,635.598
34.8,0.00148889,-5.5277,635.046
34.9,0.00148879,-5.52755,634.493
35,0.00148869,-5.5274,633.94
35.1,0.0014886,-5.52725,633.387
35.2,0.0014885,-5.5271,632.835
35.3,0.0014884,-5.52695,632.282
35.4,0.0014883,-5.5268,631.729
35.5,0.0014882,-5.52666,631.177
35.6,0.0014881,-5.52651,630.624
35.7,0.001488,-5.52636,630.071
35.8,0.0014879,-5.52621,629.519
35.9,0.0014878,-5.52606,628.966
36,0.0014877,-5.52591,628.413
36.1,0.00148761,-5.52576,627.861
36.2,0.00148751,-5.52561,627.308
36.3,0.00148741,-5.52546,626.756
36.4,0.00148731,-5.52532,626.203
36.5,0.00148721,-5.52517,625.651
36.6,0.00148711,-5.52502,625.098
36.7,0.00148701,-5.52487,624.546
36.8,0.00148691,-5.52472,623.993
36.9,0.00148681,-5.52457,623.441
37,0.00148672,-5.52442,622.888
37.1,0.00148662,-5.52428,622.336
37.2,0.00148652,-5.52413,621.783
37.3,0.00148642,-5.52398,621.231
37.4,0.00148632,-5.52383,620.679
37.5,0.00148622,-5.52368,620.126
37.6,0.00148612,-5.52353,619.574
37.7,0.00148602,-5.52338,619.022
37.8,0.00148593,-5.52323,618.469
37.9,0.00148583,-5.52309,617.917
38,0.00148573,-5.52294,617.365
38.1,0.00148563,-5.52279,616.812
38.2,0.00148553,-5.52264,616.26
38.3,0.00148543,-5.52249,615.708
38.4,0.00148533,-5.52234,615.156
38.5,0.00148523,-5.5222,614.603
38.6,0.00148514,-5.52205,614.051
38.7,0.00148504,-5.5219,613.499
38.8,0.00148494,-5.52175,612.947
38.9,0.00148484,-5.5216,612.395
39,0.00148474,-5.52145,611.842
39.1,0.00148464,-5.5213,611.29
39.2,0.00148454,-5.52116,610.738
39.3,0.00148445,-5.52101,610.186
39.4,0.00148435,-5.52086,609.634
39.5,0.00148425,-5.52071,609.082
39.6,0.00148415,-5.52056,608.53
39.7,0.00148405,-5.52041,607.978
39.8,0.00148395,-5.52027,607.426
39.9,0.00148385,-5.52012,606.874
40,0.00148376,-5.51997,606.322
40.1,0.00148366,-5.51982,605.77
40.2,0.00148356,-5.51967,605.218
40.3,0.00148346,-5.51952,604.666
40.4,0.00148336,-5.51937,604.114
40.5,0.00148326,-5.51923,603.562
40.6,0.00148316,-5.51908,603.01
40.7,0.00148307,-5.51893,602.458
40.8,0.00148297,-5.51878,601.906
40.9,0.00148287,-5.51863,601.354
41,0.00148277,-5.51849,600.802
41.1,0.00148267,-5.51834,600.251
41.2,0.00148257,-5.51819,599.699
41.3,0.00148248,-5.51804,599.147
41.4,0.00148238,-5.51789,598.595
41.5,0.00148228,-5.51774,598.043
41.6,0.00148218,-5.5176,597.492
41.7,0.00148208,-5.51745,596.94
41.8,0.00148198,-5.5173,596.388
41.9,0.00148189,-5.51715,595.836
42,0.00148179,-5.517,595.285
42.1,0.00148169,-5.51685,594.733
42.2,0.00148159,-5.51671,594.181
42.3,0.00148149,-5.51656,593.63
42.4,0.00148139,-5.51641,593.078
42.5,0.0014813,-5.51626,592.526
42.6,0.0014812,-5.51611,591.975
42.7,0.0014811,-5.51597,591.423
42.8,0.001481,-5.51582,590.872
42.9,0.0014809,-5.51567,590.32
43,0.00148081,-5.51552,589.768
43.1,0.00148071,-5.51537,589.217
43.2,0.00148061,-5.51523,588.665
43.3,0.00148051,-5.51508,588.114
43.4,0.00148041,-5.51493,587.562
43.5,0.00148031,-5.51478,587.011
43.6,0.00148022,-5.51463,586.459
43.7,0.00148012,-5.51449,585.908
43.8,0.00148002,-5.51434,585.357
43.9,0.00147992,-5.51419,584.805
44,0.00147982,-5.51404,584.254
44.1,0.00147973,-5.51389,583.702
44.2,0.00147963,-5.51375,583.151
44.3,0.00147953,-5.5136,582.6
44.4,0.00147943,-5.51345,582.048
44.5,0.00147933,-5.5133,581.497
44.6,0.00147924,-5.51315,580.946
44.7,0.00147914,-5.51301,580.394
44.8,0.00147904,-5.51286,579.843
44.9,0.00147894,-5.51271,579.292
45,0.00147884,-5.51256,578.74
45.1,0.00147875,-5.51241,578.189
45.2,0.00147865,-5.51227,577.638
45.3,0.00147855,-5.51212,577.087
45.4,0.00147845,-5.51197,576.536
45.5,0.00147835,-5.51182,575.984
45.6,0.00147826,-5.51167,575.433
45.7,0.00147816,-5.51153,574.882
45.8,0.00147806,-5.51138,574.331
45.9,0.00147796,-5.51123,573.78
46,0.00147786,-5.51108,573.229
46.1,0.00147777,-5.51094,572.677
46.2,0.00147767,-5.51079,572.126
46.3,0.00147757,-5.51064,571.575
46.4,0.00147747,-5.51049,571.024
46.5,0.00147737,-5.51034,570.473
46.6,0.00147728,-5.5102,569.922
46.7,0.00147718,-5.51005,569.371
46.8,0.00147708,-5.5099,568.82
46.9,0.00147698,-5.50975,568.269
47,0.00147689,-5.50961,567.718
47.1,0.00147679,-5.50946,567.167
47.2,0.00147669,-5.50931,566.616
47.3,0.00147659,-5.50916,566.065
47.4,0.00147649,-5.50902,565.515
47.5,0.0014764,-5.50887,564.964
47.6,0.0014763,-5.50872,564.413
47.7,0.0014762,-5.50857,563.862
47.8,0.0014761,-5.50842,563.311
47.9,0.00147601,-5.50828,562.76
48,0.00147591,-5.50813,562.209
48.1,0.00147581,-5.50798,561.659
48.2,0.00147571,-5.50783,561.108
48.3,0.00147561,-5.50769,560.557
48.4,0.00147552,-5.50754,560.006
48.5,0.00147542,-5.50739,559.455
48.6,0.00147532,-5.50724,558.905
48.7,0.00147522,-5.5071,558.354
48.8,0.00147513,-5.50695,557.803
48.9,0.00147503,-5.5068,557.253
49,0.00147493,-5.50665,556.702
49.1,0.00147483,-5.50651,556.151
49.2,0.00147474,-5.50636,555.601
49.3,0.00147464,-5.50621,555.05
49.4,0.00147454,-5.50606,554.499
49.5,0.00147444,-5.50592,553.949
49.6,0.00147435,-5.50577,553.398
49.7,0.00147425,-5.50562,552.848
49.8,0.00147415,-5.50547,552.297
49.9,0.00147405,-5.50533,551.747
50,0.00147396,-5.50518,551.196
50.1,0.00147386,-5.50503,550.646
50.2,0.00147376,-5.50489,550.095
50.3,0.00147366,-5.50474,549.545
50.4,0.00147357,-5.50459,548.994
50.5,0.00147347,-5.50444,548.444
50.6,0.00147337,-5.5043,547.893
50.7,0.00147327,-5.50415,547.343
50.8,0.00147318,-5.504,546.792
50.9,0.00147308,-5.50385,546.242
51,0.00147298,-5.50371,545.692
51.1,0.00147288,-5.50356,545.141
51.2,0.00147279,-5.50341,544.591
51.3,0.00147269,-5.50326,544.041
