Time (s),Acceleration (m/s^2),Velocity (m/s),Altitude (m)
97.3,0.000229174,-2.18284,69.6078
97.4,0.000229168,-2.18281,69.3895
97.5,0.000229162,-2.18279,69.1712
97.6,0.000229156,-2.18277,68.9529
97.7,0.00022915,-2.18275,68.7347
97.8,0.000229144,-2.18272,68.5164
97.9,0.000229138,-2.1827,68.2981
98,0.000229132,-2.18268,68.0799
98.1,0.000229126,-2.18265,67.8616
98.2,0.00022912,-2.18263,67.6433
98.3,0.000229114,-2.18261,67.4251
98.4,0.000229109,-2.18259,67.2068
98.5,0.000229103,-2.18256,66.9885
98.6,0.000229097,-2.18254,66.7703
98.7,0.000229091,-2.18252,66.552
98.8,0.000229085,-2.18249,66.3338
98.9,0.000229079,-2.18247,66.1155
99,0.000229073,-2.18245,65.8973
99.1,0.000229067,-2.18243,65.679
99.2,0.000229061,-2.1824,65.4608
99.3,0.000229055,-2.18238,65.2426
99.4,0.000229049,-2.18236,65.0243
99.5,0.000229043,-2.18233,64.8061
99.6,0.000229037,-2.18231,64.5879
99.7,0.000229031,-2.18229,64.3696
99.8,0.000229025,-2.18226,64.1514
99.9,0.000229019,-2.18224,63.9332
100,0.000229014,-2.18222,63.715
100.1,0.000229008,-2.1822,63.4967
100.2,0.000229002,-2.18217,63.2785
100.3,0.000228996,-2.18215,63.0603
100.4,0.00022899,-2.18213,62.8421
100.5,0.000228984,-2.1821,62.6239
100.6,0.000228978,-2.18208,62.4057
100.7,0.000228972,-2.18206,62.1875
100.8,0.000228966,-2.18204,61.9693
100.9,0.00022896,-2.18201,61.7511
101,0.000228954,-2.18199,61.5329
101.1,0.000228948,-2.18197,61.3147
101.2,0.000228942,-2.18194,61.0965
101.3,0.000228936,-2.18192,60.8783
101.4,0.00022893,-2.1819,60.6601
101.5,0.000228924,-2.18188,60.4419
101.6,0.000228919,-2.18185,60.2237
101.7,0.000228913,-2.18183,60.0055
101.8,0.000228907,-2.18181,59.7873
101.9,0.000228901,-2.18178,59.5692
102,0.000228895,-2.18176,59.351
102.1,0.000228889,-2.18174,59.1328
102.2,0.000228883,-2.18172,58.9146
102.3,0.000228877,-2.18169,58.6965
102.4,0.000228871,-2.18167,58.4783
102.5,0.000228865,-2.18165,58.2601
102.6,0.000228859,-2.18162,58.042
102.7,0.000228853,-2.1816,57.8238
102.8,0.000228847,-2.18158,57.6056
102.9,0.000228841,-2.18156,57.3875
103,0.000228836,-2.18153,57.1693
103.1,0.00022883,-2.18151,56.9512
103.2,0.000228824,-2.18149,56.733
103.3,0.000228818,-2.18146,56.5149
103.4,0.000228812,-2.18144,56.2967
103.5,0.000228806,-2.18142,56.0786
103.6,0.0002288,-2.1814,55.8605
103.7,0.000228794,-2.18137,55.6423
103.8,0.000228788,-2.18135,55.4242
103.9,0.000228782,-2.18133,55.206
104,0.000228776,-2.1813,54.9879
104.1,0.00022877,-2.18128,54.7698
104.2,0.000228764,-2.18126,54.5517
104.3,0.000228758,-2.18123,54.3335
104.4,0.000228753,-2.18121,54.1154
104.5,0.000228747,-2.18119,53.8973
104.6,0.000228741,-2.18117,53.6792
104.7,0.000228735,-2.18114,53.4611
104.8,0.000228729,-2.18112,53.2429
104.9,0.000228723,-2.1811,53.0248
105,0.000228717,-2.18107,52.8067
105.1,0.000228711,-2.18105,52.5886
105.2,0.000228705,-2.18103,52.3705
105.3,0.000228699,-2.18101,52.1524
105.4,0.000228693,-2.18098,51.9343
105.5,0.000228687,-2.18096,51.7162
105.6,0.000228681,-2.18094,51.4981
105.7,0.000228676,-2.18091,51.28
105.8,0.00022867,-2.18089,51.0619
105.9,0.000228664,-2.18087,50.8439
106,0.000228658,-2.18085,50.6258
106.1,0.000228652,-2.18082,50.4077
106.2,0.000228646,-2.1808,50.1896
106.3,0.00022864,-2.18078,49.9715
106.4,0.000228634,-2.18075,49.7534
106.5,0.000228628,-2.18073,49.5354
106.6,0.000228622,-2.18071,49.3173
106.7,0.000228616,-2.18069,49.0992
106.8,0.00022861,-2.18066,48.8812
106.9,0.000228605,-2.18064,48.6631
107,0.000228599,-2.18062,48.445
107.1,0.000228593,-2.18059,48.227
107.2,0.000228587,-2.18057,48.0089
107.3,0.000228581,-2.18055,47.7909
107.4,0.000228575,-2.18053,47.5728
107.5,0.000228569,-2.1805,47.3548
107.6,0.000228563,-2.18048,47.1367
107.7,0.000228557,-2.18046,46.9187
107.8,0.000228551,-2.18043,46.7006
107.9,0.000228545,-2.18041,46.4826
108,0.000228539,-2.18039,46.2645
108.1,0.000228533,-2.18037,46.0465
108.2,0.000228528,-2.18034,45.8285
108.3,0.000228522,-2.18032,45.6104
108.4,0.000228516,-2.1803,45.3924
108.5,0.00022851,-2.18027,45.1744
108.6,0.000228504,-2.18025,44.9563
108.7,0.000228498,-2.18023,44.7383
108.8,0.000228492,-2.18021,44.5203
108.9,0.000228486,-2.18018,44.3023
109,0.00022848,-2.18016,44.0843
109.1,0.000228474,-2.18014,43.8662
109.2,0.000228468,-2.18011,43.6482
109.3,0.000228463,-2.18009,43.4302
109.4,0.000228457,-2.18007,43.2122
109.5,0.000228451,-2.18005,42.9942
109.6,0.000228445,-2.18002,42.7762
109.7,0.000228439,-2.18,42.5582
109.8,0.000228433,-2.17998,42.3402
109.9,0.000228427,-2.17995,42.1222
110,0.000228421,-2.17993,41.9042
110.1,0.000228415,-2.17991,41.6862
110.2,0.000228409,-2.17989,41.4682
110.3,0.000228403,-2.17986,41.2502
110.4,0.000228397,-2.17984,41.0323
110.5,0.000228392,-2.17982,40.8143
110.6,0.000228386,-2.17979,40.5963
110.7,0.00022838,-2.17977,40.3783
110.8,0.000228374,-2.17975,40.1603
110.9,0.000228368,-2.17973,39.9424
111,0.000228362,-2.1797,39.7244
111.1,0.000228356,-2.17968,39.5064
111.2,0.00022835,-2.17966,39.2885
111.3,0.000228344,-2.17964,39.0705
111.4,0.000228338,-2.17961,38.8525
111.5,0.000228332,-2.17959,38.6346
111.6,0.000228327,-2.17957,38.4166
111.7,0.000228321,-2.17954,38.1987
111.8,0.000228315,-2.17952,37.9807
111.9,0.000228309,-2.1795,37.7628
112,0.000228303,-2.17948,37.5448
112.1,0.000228297,-2.17945,37.3269
112.2,0.000228291,-2.17943,37.1089
112.3,0.000228285,-2.17941,36.891
112.4,0.000228279,-2.17938,36.673
112.5,0.000228273,-2.17936,36.4551
112.6,0.000228268,-2.17934,36.2372
112.7,0.000228262,-2.17932,36.0192
112.8,0.000228256,-2.17929,35.8013
112.9,0.00022825,-2.17927,35.5834
113,0.000228244,-2.17925,35.3654
113.1,0.000228238,-2.17922,35.1475
113.2,0.000228232,-2.1792,34.9296
113.3,0.000228226,-2.17918,34.7117
113.4,0.00022822,-2.17916,34.4938
113.5,0.000228214,-2.17913,34.2758
113.6,0.000228208,-2.17911,34.0579
113.7,0.000228203,-2.17909,33.84
113.8,0.000228197,-2.17906,33.6221
113.9,0.000228191,-2.17904,33.4042
114,0.000228185,-2.17902,33.1863
114.1,0.000228179,-2.179,32.9684
114.2,0.000228173,-2.17897,32.7505
114.3,0.000228167,-2.17895,32.5326
114.4,0.000228161,-2.17893,32.3147
114.5,0.000228155,-2.1789,32.0968
114.6,0.000228149,-2.17888,31.8789
114.7,0.000228144,-2.17886,31.6611
114.8,0.000228138,-2.17884,31.4432
114.9,0.000228132,-2.17881,31.2253
115,0.000228126,-2.17879,31.0074
115.1,0.00022812,-2.17877,30.7895
115.2,0.000228114,-2.17874,30.5716
115.3,0.000228108,-2.17872,30.3538
115.4,0.000228102,-2.1787,30.1359
115.5,0.000228096,-2.17868,29.918
115.6,0.00022809,-2.17865,29.7002
115.7,0.000228085,-2.17863,29.4823
115.8,0.000228079,-2.17861,29.2644
115.9,0.000228073,-2.17859,29.0466
116,0.000228067,-2.17856,28.8287
116.1,0.000228061,-2.17854,28.6109
116.2,0.000228055,-2.17852,28.393
116.3,0.000228049,-2.17849,28.1752
116.4,0.000228043,-2.17847,27.9573
116.5,0.000228037,-2.17845,27.7395
116.6,0.000228032,-2.17843,27.5216
116.7,0.000228026,-2.1784,27.3038
116.8,0.00022802,-2.17838,27.0859
116.9,0.000228014,-2.17836,26.8681
117,0.000228008,-2.17833,26.6503
117.1,0.000228002,-2.17831,26.4324
117.2,0.000227996,-2.17829,26.2146
117.3,0.00022799,-2.17827,25.9968
117.4,0.000227984,-2.17824,25.779
117.5,0.000227978,-2.17822,25.5611
117.6,0.000227973,-2.1782,25.3433
117.7,0.000227967,-2.17817,25.1255
117.8,0.000227961,-2.17815,24.9077
117.9,0.000227955,-2.17813,24.6899
118,0.000227949,-2.17811,24.4721
118.1,0.000227943,-2.17808,24.2542
118.2,0.000227937,-2.17806,24.0364
118.3,0.000227931,-2.17804,23.8186
118.4,0.000227925,-2.17802,23.6008
118.5,0.00022792,-2.17799,23.383
118.6,0.000227914,-2.17797,23.1652
118.7,0.000227908,-2.17795,22.9474
118.8,0.000227902,-2.17792,22.7296
118.9,0.000227896,-2.1779,22.5119
119,0.00022789,-2.17788,22.2941
119.1,0.000227884,-2.17786,22.0763
119.2,0.000227878,-2.17783,21.8585
119.3,0.000227872,-2.17781,21.6407
119.4,0.000227867,-2.17779,21.4229
119.5,0.000227861,-2.17776,21.2052
119.6,0.000227855,-2.17774,20.9874
119.7,0.000227849,-2.17772,20.7696
119.8,0.000227843,-2.1777,20.5518
119.9,0.000227837,-2.17767,20.3341
120,0.000227831,-2.17765,20.1163
120.1,0.000227825,-2.17763,19.8985
120.2,0.000227819,-2.17761,19.6808
120.3,0.000227814,-2.17758,19.463
120.4,0.000227808,-2.17756,19.2453
120.5,0.000227802,-2.17754,19.0275
120.6,0.000227796,-2.17751,18.8098
120.7,0.00022779,-2.17749,18.592
120.8,0.000227784,-2.17747,18.3743
120.9,0.000227778,-2.17745,18.1565
121,0.000227772,-2.17742,17.9388
121.1,0.000227766,-2.1774,17.721
121.2,0.000227761,-2.17738,17.5033
121.3,0.000227755,-2.17735,17.2855
121.4,0.000227749,-2.17733,17.0678
121.5,0.000227743,-2.17731,16.8501
121.6,0.000227737,-2.17729,16.6324
121.7,0.000227731,-2.17726,16.4146
121.8,0.000227725,-2.17724,16.1969
121.9,0.000227719,-2.17722,15.9792
122,0.000227714,-2.1772,15.7615
122.1,0.000227708,-2.17717,15.5437
122.2,0.000227702,-2.17715,15.326
122.3,0.000227696,-2.17713,15.1083
122.4,0.00022769,-2.1771,14.8906
122.5,0.000227684,-2.17708,14.6729
122.6,0.000227678,-2.17706,14.4552
122.7,0.000227672,-2.17704,14.2375
122.8,0.000227666,-2.17701,14.0198
122.9,0.000227661,-2.17699,13.8021
123,0.000227655,-2.17697,13.5844
123.1,0.000227649,-2.17694,13.3667
123.2,0.000227643,-2.17692,13.149
123.3,0.000227637,-2.1769,12.9313
123.4,0.000227631,-2.17688,12.7136
123.5,0.000227625,-2.17685,12.4959
123.6,0.000227619,-2.17683,12.2782
123.7,0.000227614,-2.17681,12.0606
123.8,0.000227608,-2.17679,11.8429
123.9,0.000227602,-2.17676,11.6252
124,0.000227596,-2.17674,11.4075
124.1,0.00022759,-2.17672,11.1898
124.2,0.000227584,-2.17669,10.9722
124.3,0.000227578,-2.17667,10.7545
124.4,0.000227572,-2.17665,10.5368
124.5,0.000227567,-2.17663,10.3192
124.6,0.000227561,-2.1766,10.1015
124.7,0.000227555,-2.17658,9.88386
124.8,0.000227549,-2.17656,9.6662
124.9,0.000227543,-2.17654,9.44855
125,0.000227537,-2.17651,9.23089
125.1,0.000227531,-2.17649,9.01324
125.2,0.000227525,-2.17647,8.7956
125.3,0.00022752,-2.17644,8.57795
125.4,0.000227514,-2.17642,8.36031
125.5,0.000227508,-2.1764,8.14267
125.6,0.000227502,-2.17638,7.92503
125.7,0.000227496,-2.17635,7.70739
125.8,0.00022749,-2.17633,7.48976
125.9,0.000227484,-2.17631,7.27213
126,0.000227478,-2.17628,7.0545
126.1,0.000227473,-2.17626,6.83687
126.2,0.000227467,-2.17624,6.61924
126.3,0.000227461,-2.17622,6.40162
126.4,0.000227455,-2.17619,6.184
126.5,0.000227449,-2.17617,5.96638
126.6,0.000227443,-2.17615,5.74877
126.7,0.000227437,-2.17613,5.53115
126.8,0.000227431,-2.1761,5.31354
126.9,0.000227426,-2.17608,5.09593
127,0.00022742,-2.17606,4.87832
127.1,0.000227414,-2.17603,4.66072
127.2,0.000227408,-2.17601,4.44312
127.3,0.000227402,-2.17599,4.22552
127.4,0.000227396,-2.17597,4.00792
127.5,0.00022739,-2.17594,3.79032
127.6,0.000227384,-2.17592,3.57273
127.7,0.000227379,-2.1759,3.35514
127.8,0.000227373,-2.17588,3.13755
127.9,0.000227367,-2.17585,2.91997
128,0.000227361,-2.17583,2.70238
128.1,0.000227355,-2.17581,2.4848
128.2,0.000227349,-2.17578,2.26722
128.3,0.000227343,-2.17576,2.04964
128.4,0.000227338,-2.17574,1.83207
128.5,0.000227332,-2.17572,1.61449
128.6,0.000227326,-2.17569,1.39692
128.7,0.00022732,-2.17567,1.17936
128.8,0.000227314,-2.17565,0.96179
128.9,0.000227308,-2.17563,0.744226
129,0.000227302,-2.1756,0.526665
129.1,0.000227296,-2.17558,0.309106
129.2,0.000227291,-2.17556,0.0915487
